customer_id,name,email,age,gender,region,country,city,income,registration_date,segment,preferred_payment,preferred_device,total_purchases,newsletter_subscription,loyalty_points
CUST00630,Michael Taylor,fuentessandra@example.com,105.0,Male,Asia Pacific,Singapore,Prestonhaven,102121,2022-06-19,New,Bank Transfer,Desktop,9,True,6737
CUST00631,Courtney Vincent,gerald40@example.net,24.0,Other,North America,Mexico,Lake Jeremy,199699,2022-10-01,Loyal,Debit Card,Tablet,33,True,557
CUST00632,Rachel Jones,jasonzavala@example.com,23.0,Female,North America,Mexico,Toddton,34911,2022-05-02,VIP,Google Pay,Desktop,91,True,1415
CUST00633,Julie Kerr,danielmcguire@example.net,42.0,Female,Middle East & Africa,South Africa,North Kevintown,192069,2022-03-08,Returning,Credit Card,Mobile,33,False,7650
CUST00634,Christina Lambert,pattonsamantha@example.org,47.0,Other,North America,Mexico,North Dustinview,92452,2022-10-20,Returning,PayPal,Mobile,100,True,4543
CUST00635,Andrea Weiss,michael89@example.org,42.0,Other,North America,Canada,New Jayborough,107203,2023-10-31,New,Gift Card,Tablet,23,False,1137
CUST00636,Daniel Gordon,george80@example.net,57.0,,Latin America,Argentina,Richardsonshire,122926,2023-07-02,Returning,Credit Card,Mobile,70,False,3578
CUST00637,Vicki Coleman,scottrosario@example.org,46.0,Male,Middle East & Africa,UAE,South Daniel,87894,2023-09-17,Returning,Credit Card,Desktop,74,False,7305
CUST00638,Isaiah Roberts DDS,david18@example.org,27.0,Male,North America,Canada,West Tristanfurt,191144,2022-03-16,New,Credit Card,App,35,True,5403
CUST00639,Donna Wyatt,stephen47@example.org,50.0,,Latin America,Brazil,Port Chad,148628,2022-08-29,New,Apple Pay,Desktop,70,True,54
CUST00640,Zachary Vasquez,KarenSheltonatyahoo.com,25.0,Other,Latin America,Chile,South Samuelland,168699,2022-07-01,Returning,Bank Transfer,Tablet,52,True,1485
CUST00641,Natalie Stafford,thomasrichard@example.net,72.0,,Asia Pacific,India,North Michael,109145,2023-10-10,New,Gift Card,Tablet,83,True,2893
CUST00642,Ryan Hardy,matthewlarson@example.com,42.0,Other,Middle East & Africa,UAE,Kathyshire,193207,2023-06-19,Returning,Bank Transfer,App,14,False,7970
CUST00643,Tiffany Archer,katelyn65@example.com,46.0,Male,North America,Mexico,Dylanmouth,69666,2023-08-10,New,Debit Card,Desktop,93,True,8015
CUST00644,Brandy Garcia,martineztracy@example.org,68.0,Other,Latin America,Brazil,Port Carlostown,161702,2022-03-13,Returning,Apple Pay,App,3,True,5558
CUST00645,Marcus Wolf,patrickshelton@example.org,68.0,Male,North America,Canada,Sparksborough,31223,2022-11-11,New,Debit Card,App,87,True,9492
CUST00646,Rhonda Fernandez,ebony78@example.com,20.0,Male,Europe,UK,Port Anthonychester,57117,2022-08-18,VIP,Apple Pay,Desktop,32,True,235
CUST00647,Andrew Thompson,reyesleonard@example.com,21.0,,Europe,Netherlands,Nicoleburgh,100566,2023-09-23,Returning,Google Pay,Mobile,76,True,1742
CUST00648,Phillip Carroll,tjordan@example.net,56.0,Male,North America,Canada,Kellerside,181383,2023-05-20,Loyal,Gift Card,Mobile,55,False,6586
CUST00649,Dennis Garza,kalvarez@example.net,61.0,Female,Asia Pacific,China,Jensenstad,170986,2022-06-21,Loyal,PayPal,Mobile,98,True,9717
CUST00650,Jacob Pacheco,luke09@example.org,,Other,Europe,France,Port Patriciamouth,36573,2023-08-30,Returning,Debit Card,App,22,False,9067
CUST00651,Anthony Sanchez,wdavis@example.com,33.0,Female,Europe,Italy,Lake Larry,172564,2023-11-20,New,Credit Card,App,100,True,256
CUST00652,Christopher Ryan,lozanocameron@example.com,18.0,Male,Latin America,Brazil,South Dianechester,21893,2023-07-01,Returning,Bank Transfer,Tablet,54,False,2079
CUST00653,Victoria Gray,sadams@example.com,58.0,,Europe,Germany,Morrisville,91027,2022-07-14,Returning,Apple Pay,Mobile,23,True,9769
CUST00654,Jonathan Hubbard,rgarcia@example.org,49.0,Other,Europe,Netherlands,Garrettport,180445,2023-10-02,Loyal,PayPal,App,1,True,3144
CUST00655,Rachel Pittman,tara37@example.net,24.0,Female,North America,Mexico,West Joseph,182246,2022-12-26,Returning,Apple Pay,Mobile,36,True,3173
CUST00656,Anna Richard,wendy63@example.net,61.0,Female,North America,USA,New Matthewland,144364,2022-08-09,New,Debit Card,Desktop,7,False,4670
CUST00657,Elizabeth Brock,wsimmons@example.org,34.0,,Europe,Italy,Alvaradomouth,107633,2022-04-09,New,Credit Card,Desktop,95,True,8804
CUST00658,Phillip White,robertking@example.net,68.0,Male,Europe,Germany,Lake Jacquelineburgh,27619,2022-08-22,Returning,Credit Card,Mobile,93,False,9710
CUST00659,Mark Lamb,vlewis@example.com,44.0,Other,Middle East & Africa,Egypt,Michaelton,72101,2022-02-06,Loyal,Debit Card,Desktop,42,True,1606
CUST00660,Pamela Richard,michaelhernandez@example.org,106.0,Male,Europe,Netherlands,Floresland,118443,2023-05-20,Returning,Apple Pay,App,7,False,2374
CUST00661,Dawn Burke,meghanadams@example.com,47.0,Other,Europe,Spain,Allenberg,66677,2022-11-30,Returning,Debit Card,App,93,True,5875
CUST00662,Justin Graham,anthonyrobles@example.com,39.0,Male,Asia Pacific,Japan,East Erikberg,53347,2023-11-29,Dormant,PayPal,Mobile,15,False,7513
CUST00663,Maria Williams,greenlinda@example.net,66.0,Other,Latin America,Argentina,Caseyton,110066,2023-05-20,Loyal,Google Pay,Mobile,82,True,9471
CUST00664,Jennifer Cox,edwardskenneth@example.org,23.0,,Middle East & Africa,South Africa,South Sherryberg,127923,2022-07-15,New,Gift Card,Mobile,76,False,7581
CUST00665,Sandra Herring,danielnavarro@example.org,64.0,Female,Asia Pacific,China,Tylerland,132226,2023-04-23,New,PayPal,App,75,True,9695
CUST00666,Kevin Price,carolmejia@example.com,75.0,Male,Europe,Spain,South Jeffery,21331,2022-10-30,New,Credit Card,App,94,True,6974
CUST00667,Scott Brown,thompsontara@example.com,48.0,,Middle East & Africa,Saudi Arabia,Hollyville,45689,2022-09-24,New,Debit Card,Desktop,72,True,6662
CUST00668,Taylor Cox,amy73@example.com,40.0,Male,Europe,Germany,Loritown,97539,2023-05-01,New,Credit Card,App,86,False,2650
CUST00669,Rachel Allen,skinnereileen@example.org,47.0,,Latin America,Brazil,Parkerstad,141572,2023-08-12,New,Debit Card,Tablet,81,False,22
CUST00670,Theodore Long,nicholsjoel@example.com,75.0,Male,North America,Canada,Kevinbury,107269,2022-07-06,New,PayPal,App,97,False,8887
CUST00671,Robert Newman,jason27@example.net,68.0,Other,Middle East & Africa,South Africa,West Michellefort,199480,2023-10-10,New,Bank Transfer,Desktop,66,False,844
CUST00672,Thomas Garcia,vmclaughlin@example.net,41.0,Male,North America,Canada,Lake Jose,141989,2022-04-07,VIP,PayPal,Tablet,23,True,9187
CUST00673,Jody Johnson,bellcarrie@example.net,39.0,Male,Europe,Germany,Lake Darlenemouth,82556,2022-06-27,New,Bank Transfer,App,95,True,3693
CUST00674,Bradley Moore,aarongonzalez@example.com,75.0,,Asia Pacific,South Korea,Port Brooke,90086,2022-08-03,Returning,PayPal,Desktop,9,False,5656
CUST00675,Nicholas Green,usparks@example.com,50.0,,Latin America,Chile,Laurenborough,1552266,2023-08-28,Returning,Bank Transfer,Tablet,58,False,1075
CUST00676,Stacey Walker,perryhunter@example.com,23.0,Female,Europe,Italy,New Deborahbury,41016,2022-11-26,Dormant,PayPal,Desktop,14,True,4521
CUST00677,Amber Williamson,mccannjames@example.net,27.0,Female,North America,Mexico,Edwardstad,150109,2023-07-30,New,Google Pay,Desktop,38,False,8870
CUST00678,Patricia Hebert,staceywilson@example.net,40.0,Male,Europe,Italy,Wilsonborough,130134,2022-10-03,Returning,PayPal,Mobile,9,True,3806
CUST00679,Johnny Anderson,sophiali@example.com,44.0,Other,Middle East & Africa,Egypt,New Jason,171703,2023-01-14,Dormant,Apple Pay,App,59,False,9293
CUST00680,Charles Roberts,jessica36@example.org,28.0,,Europe,France,Joemouth,88159,2023-05-13,VIP,PayPal,Tablet,99,True,2430
CUST00681,John Savage,mikesutton@example.com,47.0,Female,Asia Pacific,South Korea,Mcdanielfurt,63611,2022-04-07,VIP,Bank Transfer,Tablet,24,True,2514
CUST00682,Anthony Cook,qfitzgerald@example.org,25.0,Female,Europe,Germany,South Rebekah,30787,2023-02-10,New,Apple Pay,Tablet,48,True,3361
CUST00683,James Wood,smithwilliam@example.com,60.0,Female,Middle East & Africa,UAE,New Harryburgh,103084,2023-01-13,New,PayPal,App,70,True,8743
CUST00684,Michael Hamilton,dconrad@example.org,19.0,Female,Asia Pacific,China,Darrylton,126053,2022-08-07,Loyal,Apple Pay,Tablet,20,True,8948
CUST00685,Tammy Campbell,victormcpherson@example.com,59.0,Other,Middle East & Africa,Egypt,Chloeview,97478,2022-09-02,At Risk,Gift Card,Mobile,73,False,5549
CUST00686,Pamela Hernandez DVM,ryan25@example.net,48.0,Male,North America,Mexico,Brownberg,30506,2023-08-11,Returning,PayPal,Desktop,52,True,7306
CUST00687,John Wilson,hallbarry@example.com,38.0,Female,Asia Pacific,China,Williamsstad,34426,2022-04-18,Returning,Google Pay,Mobile,99,False,3206
CUST00688,Becky Davis,hellis@example.net,52.0,Male,North America,USA,Henryburgh,136774,2022-02-06,New,Google Pay,App,25,False,5206
CUST00689,Mrs. Pamela White DVM,anna93@example.net,60.0,Female,Middle East & Africa,UAE,Port Tyler,114650,2022-11-19,Loyal,Bank Transfer,App,48,False,6108
CUST00690,Mrs. Jacqueline Hickman,clayanthony@example.net,111.0,Male,North America,Canada,Port Marcustown,100762,2022-10-01,New,Debit Card,App,95,False,7249
CUST00691,Tyler Wheeler,stevensjasmine@example.com,69.0,Female,Asia Pacific,Japan,West Taramouth,131105,2022-11-02,Returning,Gift Card,Desktop,19,True,4968
CUST00692,Rebecca Campbell,stacey92@example.org,22.0,Male,Latin America,Colombia,Lake Chadfurt,174842,2022-12-12,Returning,Credit Card,App,82,False,6791
CUST00693,Samuel Martin,rossgregory@example.com,47.0,Female,Europe,Spain,Mitchellberg,168875,2023-08-13,Returning,Debit Card,App,38,False,691
CUST00694,Emily Cohen,evanslaurie@example.net,37.0,,Asia Pacific,India,West Elizabeth,149525,2022-06-07,New,Debit Card,Desktop,1,True,4303
CUST00695,Justin Henderson,william77@example.com,71.0,Male,Asia Pacific,Singapore,Shepherdburgh,186870,2022-09-04,New,Bank Transfer,Tablet,54,True,8059
CUST00696,Valerie Rhodes,fmccoy@example.org,25.0,Male,Europe,UK,South Alison,92670,2022-08-14,Loyal,Google Pay,Tablet,75,False,9266
CUST00697,William Sutton,robertssamuel@example.com,58.0,Male,Latin America,Colombia,Mckenziehaven,199807,2022-08-31,New,PayPal,Desktop,34,True,9529
CUST00698,Andrew Rodriguez,dphillips@example.net,38.0,Female,North America,USA,Gutierrezmouth,140859,2022-01-21,Returning,PayPal,Mobile,7,False,5917
CUST00699,Patrick Ford,michael91@example.net,21.0,Male,Latin America,Colombia,Port Phillip,95984,2023-03-08,New,Google Pay,Mobile,99,True,1548
CUST00700,Jordan Santiago,butlerjanet@example.com,,Other,Middle East & Africa,South Africa,Matthewburgh,$159K,2023-02-04,Returning,Gift Card,Tablet,35,False,1570
CUST00701,Michael Hamilton,jacobburgess@example.net,70.0,Female,Middle East & Africa,Egypt,North Randalltown,57674,2023-12-18,Returning,Google Pay,Tablet,48,False,6750
CUST00702,Tracy Guzman,dianastevens@example.com,24.0,Female,Asia Pacific,Japan,Turnerstad,77114,2023-07-26,New,Gift Card,Mobile,72,True,6837
CUST00703,Connor Cabrera,fballard@example.org,25.0,,Latin America,Brazil,Port Anthony,54401,2023-12-14,Returning,PayPal,Tablet,89,False,2277
CUST00704,Mark Tyler,pwong@example.org,29.0,Male,Latin America,Colombia,North Kevin,99871,2023-12-02,New,Debit Card,Mobile,89,True,3712
CUST00705,Steven Rodgers,bhernandez@example.org,31.0,,Asia Pacific,Japan,Maynardfort,54135,2023-10-12,New,Bank Transfer,Desktop,10,True,7934
CUST00706,Ronald Myers,heathbrenda@example.org,30.0,Male,Latin America,Brazil,Alanchester,48263,2023-11-28,Dormant,Apple Pay,Desktop,33,True,1085
CUST00707,Kristen Roberts,vallison@example.net,18.0,Female,Asia Pacific,Singapore,Rosshaven,45297,2023-08-27,Returning,Google Pay,Mobile,24,False,479
CUST00708,Kenneth Tran,dhall@example.net,72.0,Other,North America,USA,Patriciachester,92712,2022-05-17,VIP,PayPal,Mobile,65,True,8272
CUST00709,Michael Smith,nwilson@example.net,24.0,Female,Middle East & Africa,UAE,Jessicafort,171554,2023-12-17,New,Bank Transfer,Mobile,37,True,8800
CUST00710,Gina Guzman,samuel83@example.net,24.0,,North America,Mexico,Andersonport,76102,2022-08-02,Loyal,PayPal,Mobile,57,True,2963
CUST00711,Rebecca Marsh,rmoyer@example.net,45.0,Female,Asia Pacific,Australia,New Jared,76170,2022-07-23,Loyal,Apple Pay,Desktop,98,False,2025
CUST00712,Johnathan Leon,estradadavid@example.org,51.0,Other,Latin America,Brazil,Torresborough,55628,2022-08-11,Returning,Bank Transfer,Tablet,72,True,1347
CUST00713,Christopher Clayton,kiddmichael@example.com,25.0,,Asia Pacific,Australia,Port Brycechester,120868,2023-03-16,Returning,Google Pay,Tablet,88,False,3700
CUST00714,Dr. Richard Hammond,williamsondavid@example.org,36.0,Male,Middle East & Africa,Saudi Arabia,Paulahaven,132187,2023-06-21,Returning,Gift Card,App,87,False,2937
CUST00715,Tonya Campos,mccarthysara@example.com,49.0,,North America,Mexico,Port Cherylville,196185,2023-09-15,Returning,Apple Pay,Desktop,16,True,6468
CUST00716,Susan Moore,romerogary@example.org,65.0,Other,Latin America,Brazil,Jeanhaven,64229,2023-10-26,At Risk,Debit Card,Tablet,26,False,2011
CUST00717,Felicia Taylor,goconnor@example.org,64.0,Other,Europe,Italy,South Tara,150838,2023-03-21,VIP,Gift Card,App,46,False,9882
CUST00718,Christopher Adams,sanchezlisa@example.com,50.0,,Latin America,Chile,Wardbury,93109,2023-08-03,Dormant,Credit Card,Desktop,33,False,8147
CUST00719,Jeffrey Hardin,karenmoreno@example.org,26.0,Male,Europe,Netherlands,Cranehaven,27791,2023-09-21,New,Gift Card,Desktop,64,True,2934
CUST00720,Adam Drake,HeidiJohnsonatgmail.com,109.0,Male,Latin America,Colombia,North Matthewfurt,183044,2022-04-02,Loyal,Bank Transfer,App,60,True,4809
CUST00721,Margaret Orr,ryanlong@example.org,50.0,Other,Latin America,Chile,Lake Tinahaven,88593,2022-06-24,At Risk,Gift Card,Desktop,98,True,7051
CUST00722,Susan Smith,robert84@example.net,46.0,,North America,Canada,Rachelberg,102459,2022-12-11,New,Apple Pay,Desktop,5,True,9120
CUST00723,Lisa Ramos,ngriffin@example.net,28.0,Female,Asia Pacific,Singapore,Pamfurt,148838,2022-10-16,New,PayPal,App,63,True,9320
CUST00724,Neil Singh,nicolemiller@example.net,48.0,Male,Latin America,Chile,New Victoria,167391,2023-07-24,Loyal,Apple Pay,Tablet,64,False,5779
CUST00725,Nicole Moore,jason88@example.com,21.0,Male,Asia Pacific,South Korea,Port Amberview,27378,2022-05-06,Returning,Debit Card,Tablet,45,True,5591
CUST00726,Mrs. Amy Watson,marilyntorres@example.com,45.0,,Latin America,Brazil,Davidville,110477,2022-12-31,VIP,PayPal,Desktop,85,True,4056
CUST00727,William Trujillo,vevans@example.org,37.0,Male,Europe,Netherlands,West Kevin,175328,2023-10-06,New,Gift Card,Tablet,15,False,2781
CUST00728,Jose Lee,jenniferstone@example.org,38.0,,North America,Mexico,Shawnberg,29798,2022-09-16,Loyal,Google Pay,App,35,True,7695
CUST00729,Stephen Alvarez,fpoole@example.org,38.0,,Middle East & Africa,UAE,Millerhaven,119021,2022-05-26,New,PayPal,Desktop,63,True,3373
CUST00730,Lauren Fields,hchapman@example.com,50.0,Female,Asia Pacific,Australia,Barkerfort,194951,2023-01-18,New,Google Pay,Tablet,47,False,3305
CUST00731,Michael Anderson,jcolon@example.net,71.0,Other,Latin America,Brazil,Lake Jasonfort,160465,2023-05-26,New,PayPal,Desktop,39,False,3700
CUST00732,Barbara Phelps,francissherry@example.com,63.0,Other,Middle East & Africa,UAE,North Mikeport,171569,2023-09-25,VIP,PayPal,Desktop,73,False,6997
CUST00733,Elizabeth Tucker PhD,millsdavid@example.com,68.0,Other,Europe,France,Port Brittany,40096,2022-03-04,Loyal,Google Pay,Tablet,56,False,3278
CUST00734,Robert Burns,zunigakevin@example.com,34.0,,Latin America,Chile,New Michaelton,183830,2022-07-22,Returning,Bank Transfer,Mobile,3,True,9451
CUST00735,George Bennett,tolson@example.net,60.0,,Latin America,Argentina,Port Dillon,142498,2023-04-01,Returning,Google Pay,Desktop,67,True,5968
CUST00736,Nicholas Davis,qgill@example.com,33.0,Other,Latin America,Argentina,Hughesfurt,59445,2022-01-29,VIP,Gift Card,App,53,False,1055
CUST00737,Christopher Johnson,amber74@example.net,35.0,Female,Europe,Italy,Annville,95247,2022-03-10,Returning,PayPal,Mobile,52,True,1860
CUST00738,Tina Boyd,leechristine@example.net,19.0,,Europe,Germany,Shawtown,84379,2023-02-17,VIP,Apple Pay,App,55,True,3309
CUST00739,Daniel Gallegos,barrettamanda@example.org,26.0,Other,Europe,France,Millerside,27639,2023-04-11,Returning,Bank Transfer,Mobile,83,True,7960
CUST00740,Christopher Johnson,richard07@example.org,73.0,Other,North America,USA,Patrickland,42001,2023-02-13,Returning,Gift Card,Desktop,53,False,1479
CUST00741,David Davis,pettyamber@example.com,33.0,Male,Latin America,Argentina,Stephanieburgh,49342,2022-05-26,Returning,Google Pay,Tablet,64,True,3900
CUST00742,Elizabeth Garcia,mendezmark@example.org,67.0,,Middle East & Africa,UAE,South Patricia,102158,2023-01-28,Returning,Gift Card,Mobile,55,True,2363
CUST00743,Kyle Young,nicholas10@example.org,31.0,,North America,USA,Averyview,91970,2022-10-07,Loyal,PayPal,Desktop,63,False,1850
CUST00744,Mr. David Mercado,floresangela@example.org,45.0,Female,Asia Pacific,India,Angelashire,144480,2022-01-31,Returning,PayPal,Mobile,47,False,6025
CUST00745,Jason Miller,sanchezangela@example.org,59.0,Male,Asia Pacific,China,Port Tammy,178810,2023-11-26,New,Bank Transfer,Mobile,33,False,5067
CUST00746,Tonya Peters,amber23@example.net,25.0,,Asia Pacific,Singapore,North Lisaport,160223,2023-05-03,VIP,Apple Pay,Desktop,51,False,4929
CUST00747,David Frazier,aaronmahoney@example.com,37.0,,North America,USA,Meganborough,75151,2023-07-20,Returning,Bank Transfer,Tablet,99,False,555
CUST00748,James Martinez,brandon89@example.org,70.0,,Asia Pacific,China,Lake Angela,148894,2022-09-05,Returning,Gift Card,Tablet,92,False,1644
CUST00749,Emily Fleming,natalie39@example.net,34.0,Other,Europe,Netherlands,Cynthiamouth,152732,2023-10-25,At Risk,Apple Pay,Tablet,59,True,853
CUST00750,Kyle Smith,john55@example.org,114.0,Female,Europe,Netherlands,Lake Sandra,1829443,2022-03-15,Loyal,Credit Card,App,26,False,5140
CUST00751,Justin Horton,asmith@example.net,25.0,Female,Middle East & Africa,UAE,Farmerside,61372,2023-04-20,New,Gift Card,App,41,False,7837
CUST00752,Stephanie Cabrera,cobbdebra@example.org,29.0,Other,Europe,France,Chambersstad,175456,2023-01-30,At Risk,Debit Card,Desktop,54,False,2980
CUST00753,Randy Terry,wcarey@example.com,71.0,Male,Latin America,Chile,North Stevenborough,169524,2023-05-16,Loyal,Credit Card,Mobile,12,False,3248
CUST00754,Melanie Fletcher,vsmith@example.org,72.0,,Asia Pacific,Singapore,North Lisa,64238,2023-11-11,Returning,Google Pay,App,77,False,2445
CUST00755,Amanda Vasquez,lindsey33@example.com,28.0,Male,North America,Canada,North James,168699,2023-09-02,New,Bank Transfer,App,99,False,8096
CUST00756,Carolyn Lee,rrodriguez@example.net,63.0,Other,North America,USA,North Brianna,73253,2023-06-19,Loyal,PayPal,App,49,True,7066
CUST00757,Monica Hill,andersonsarah@example.org,31.0,Female,Europe,Spain,Lake Ericaview,94178,2022-02-06,Loyal,Apple Pay,Mobile,53,True,471
CUST00758,Marie Nash,bsmith@example.net,33.0,Female,Asia Pacific,South Korea,Ryanchester,181921,2022-09-26,Returning,PayPal,App,11,True,7682
CUST00759,Peter Stephenson,david87@example.com,62.0,Female,Europe,France,North Joshua,124216,2022-01-27,VIP,Bank Transfer,App,91,False,9784
CUST00760,George Beard,upatel@example.org,24.0,Male,Asia Pacific,China,Lake Jeremiahchester,166014,2023-11-01,Loyal,PayPal,Mobile,61,False,9934
CUST00761,Mark Davis,starkjames@example.com,18.0,,Middle East & Africa,UAE,Reynoldstown,86494,2022-08-02,New,PayPal,App,86,False,2166
CUST00762,Glen Brown,mary31@example.com,55.0,Female,Middle East & Africa,UAE,Aprilbury,67021,2023-04-09,Returning,Google Pay,App,44,False,2161
CUST00763,Lauren Miller,parsonschristine@example.org,63.0,Female,North America,Canada,North Nicholasland,159047,2022-10-14,New,PayPal,Desktop,41,True,2095
CUST00764,Mark Jones,bryanlang@example.org,65.0,Other,Latin America,Colombia,New Brettfurt,114527,2022-10-17,Loyal,PayPal,Tablet,67,False,7139
CUST00765,Kyle Keller,wdavis@example.com,65.0,,Europe,France,South Patrickchester,148784,2023-07-30,New,Credit Card,Mobile,20,True,3766
CUST00766,Garrett Lee,morgansharon@example.org,48.0,,Europe,UK,North Brookeland,88216,2023-07-17,Returning,Apple Pay,Desktop,64,True,7233
CUST00767,Jason Hardy,rebeccamartinez@example.net,53.0,,Asia Pacific,Singapore,Lopezberg,147192,2022-09-19,Loyal,Credit Card,Mobile,16,False,1533
CUST00768,Marissa Howard,brownlarry@example.com,29.0,Other,Europe,France,East Terrance,64117,2022-07-29,VIP,Google Pay,Mobile,75,True,8618
CUST00769,Brianna Young,kelly08@example.net,44.0,,Middle East & Africa,South Africa,South Mauriceborough,40141,2023-04-23,Returning,Bank Transfer,Desktop,43,True,4657
CUST00770,Michael Mcdonald,kristenpeterson@example.net,41.0,Other,North America,Canada,Melissashire,174753,2023-09-14,VIP,Debit Card,Desktop,11,False,7861
CUST00771,Shawn Lozano,christina65@example.org,56.0,Other,Latin America,Colombia,Robinsontown,192492,2023-12-26,New,Credit Card,App,42,True,3463
CUST00772,Nicholas Cisneros,heatherowens@example.org,36.0,Male,North America,Mexico,Lindsayfurt,104717,2023-11-05,VIP,Google Pay,App,12,False,4180
CUST00773,Benjamin Johnson,richardmckenzie@example.org,67.0,Male,Europe,Germany,East Kellyborough,124573,2023-10-01,New,Gift Card,Mobile,21,False,6592
CUST00774,Daniel Green,bradley03@example.org,66.0,Male,Asia Pacific,Singapore,West Melanie,191459,2023-07-27,Returning,PayPal,App,56,False,9887
CUST00775,Alisha Byrd,gregorysmith@example.com,60.0,Female,Europe,France,Penaville,45195,2022-12-20,Loyal,Apple Pay,App,50,False,4398
CUST00776,Jaime Jackson,sharon47@example.org,23.0,Female,Middle East & Africa,Saudi Arabia,Johnsland,130765,2022-12-19,New,Apple Pay,App,12,True,8410
CUST00777,James Brooks,thomassandra@example.org,61.0,Female,Asia Pacific,Australia,Rowlandbury,78780,2022-03-08,New,Apple Pay,Desktop,38,False,7165
CUST00778,Charles Wright,hinesbrenda@example.net,37.0,Other,North America,Canada,Moniquehaven,58956,2023-08-23,Loyal,Gift Card,Mobile,67,False,4841
CUST00779,Lisa Jackson,fclark@example.com,53.0,Male,Middle East & Africa,UAE,Potterhaven,40062,2023-11-15,Loyal,Google Pay,App,53,True,7612
CUST00780,Kelly Webb,victor72@example.com,108.0,Male,Middle East & Africa,Egypt,Wellsshire,173503,2023-10-09,Loyal,Credit Card,App,23,True,6438
CUST00781,Christine Jacobson,ylittle@example.net,44.0,,North America,USA,Royfurt,98026,2023-02-13,Loyal,Gift Card,App,80,False,5592
CUST00782,Ryan Scott,kevinoneal@example.net,29.0,Other,Europe,Germany,East Karenport,40505,2022-04-22,Returning,Gift Card,Desktop,56,True,95
CUST00783,Jose Rogers,ostone@example.net,18.0,,Latin America,Brazil,Mcdonaldchester,65019,2022-02-28,New,Apple Pay,App,85,False,4961
CUST00784,Jeremy Baker,linda54@example.com,62.0,,Middle East & Africa,Egypt,West Rachelport,196633,2022-01-24,Returning,Gift Card,Tablet,12,True,2213
CUST00785,Isaac Payne,hartmansara@example.org,25.0,Female,North America,USA,Jamesmouth,24164,2022-01-18,New,Gift Card,Desktop,27,False,2378
CUST00786,Brenda Wyatt,kevin43@example.net,71.0,Female,Europe,Italy,Alanport,184117,2022-06-28,At Risk,Credit Card,Tablet,99,False,2427
CUST00787,Alexandra Valdez,lynn66@example.net,19.0,Female,Latin America,Chile,Port Raymond,50528,2023-07-14,Returning,Bank Transfer,App,63,False,321
CUST00788,Rachel Todd,jenniferclark@example.org,30.0,,Latin America,Argentina,Petersonland,97288,2022-05-27,Returning,Credit Card,Tablet,2,True,7074
CUST00789,Samuel Johnson,megan66@example.org,65.0,Other,Latin America,Chile,New Morgan,171692,2022-04-30,Returning,Credit Card,App,52,False,8410
CUST00790,Gina Barnes,sherry07@example.net,32.0,Male,Middle East & Africa,Saudi Arabia,Farmerside,35913,2022-07-09,At Risk,Apple Pay,Tablet,71,True,4388
CUST00791,Brittany Cisneros,mark09@example.org,25.0,Other,Latin America,Chile,Ashleyshire,149705,2022-04-03,New,Apple Pay,App,3,True,4718
CUST00792,James Wells,nbaird@example.com,40.0,Female,Europe,Italy,Ashleymouth,134848,2023-05-08,Returning,Google Pay,Tablet,78,False,2148
CUST00793,Michael Burns,christopher18@example.org,63.0,Other,Asia Pacific,Singapore,East Chad,122333,2022-10-31,Returning,Gift Card,App,21,True,4627
CUST00794,Andrea Brown,ocampbell@example.com,48.0,Female,North America,Mexico,East Markchester,53841,2023-07-07,Loyal,Debit Card,App,13,False,8089
CUST00795,Karen Jones,hmoore@example.org,31.0,Male,Asia Pacific,Japan,East Monica,165969,2023-11-13,New,PayPal,Tablet,46,True,2862
CUST00796,Emily Harris,ryan72@example.net,69.0,,Middle East & Africa,UAE,Hilltown,36689,2023-01-20,VIP,Credit Card,Mobile,16,True,7968
CUST00797,Kelly Kent,seansummers@example.net,68.0,Other,Asia Pacific,South Korea,Stevensshire,113124,2023-11-14,At Risk,Debit Card,Desktop,91,True,7173
CUST00798,Ryan Sparks,mclaughlinkeith@example.com,24.0,Male,Latin America,Brazil,Austinburgh,180057,2022-04-16,Returning,Gift Card,Desktop,65,True,2736
CUST00799,James Hopkins,nwright@example.net,41.0,,North America,USA,South Hollyton,61165,2023-03-07,Loyal,Gift Card,App,94,True,2527
CUST00799,Dorothy Hendricks,SethHillatgmail.com,,,Asia Pacific,South Korea,South Robert,$55K,2023-08-28,At Risk,Apple Pay,Desktop,32,False,5592
CUST00801,Penny Ortiz,carneycharles@example.org,28.0,Other,Asia Pacific,India,West Jared,42343,2023-04-03,Loyal,Bank Transfer,App,47,True,2483
CUST00802,Julia Cooper,murraycharles@example.net,68.0,,Middle East & Africa,Saudi Arabia,Foleyfurt,79816,2023-08-12,New,Apple Pay,App,59,False,487
CUST00803,Paul Washington,smithdanny@example.org,67.0,Male,Latin America,Argentina,North Amybury,22607,2022-07-20,Returning,Credit Card,Tablet,41,False,2692
CUST00804,Albert Garcia,rtaylor@example.org,43.0,Female,Latin America,Brazil,Davidfurt,29723,2022-02-23,Loyal,Google Pay,Desktop,81,False,6869
CUST00805,Jeremiah Thompson,chrisgallagher@example.net,64.0,Male,Latin America,Colombia,Lake Amandamouth,102233,2023-01-13,Returning,Gift Card,Tablet,68,True,6618
CUST00806,Mary Garcia,copelandlisa@example.net,74.0,,Latin America,Argentina,Scotttown,162717,2022-04-01,Loyal,Bank Transfer,Tablet,84,False,3232
